"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Poverest Park","OS_By_1034","Recreation ground","Bromley",9.6605,546026,167189,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"River Ravensbourne at Shortlands Golf Club","OS_By_1037","River","Bromley",0.3823,539093,169769,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Walled Garden (High Elms Country Park)","OS_By_1045","Country park","Bromley",0.3718,544675,163440,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Wood North of Waldon Recreation Ground","OS_By_1047","Public woodland","Bromley",4.3274,543170,171184,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"West Kent Cricket Ground","OS_By_1049","Other recreational","Bromley",3.3563,543745,169773,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Whiteland Wood (High Elms Country Park)","OS_By_1051","Country park","Bromley",33.1346,544776,162927,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Whyte's Woodland Bird Sanctuary","OS_By_1052","Park","Bromley",0.7890,543249,170788,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Abbey Road Open Space","OS_Ca_0001","Park","Camden",0.5273,525853,183957,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Agar Grove Estate","OS_Ca_0005","Landscaping around premises","Camden",0.2817,529611,184275,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Maiden Lane Open Space","OS_Ca_0006","Other recreational","Camden",0.8023,529764,184208,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Alexandra Road Park","OS_Ca_0007","Park","Camden",1.2235,526043,183839,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ampthill Square","OS_Ca_0009","Formal garden","Camden",1.3382,529257,183091,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Argyle Square Gardens","OS_Ca_0011","Formal garden","Camden",0.3250,530349,182793,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Belsize Wood Open Space","OS_Ca_0020","Nature reserve","Camden",0.4611,527466,185328,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bloomsbury Square Gardens","OS_Ca_0022","Formal garden","Camden",0.7518,530339,181669,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Branch Hill Site 3","OS_Ca_0023","Allotments","Camden",0.5435,526079,186023,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"British Museum Courtyard","OS_Ca_0025","Other hard surfaced areas","Camden",0.6204,530118,181631,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Brunswick Square Gardens","OS_Ca_0028","Formal garden","Camden",0.8921,530399,182284,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Calthorpe Community Garden","OS_Ca_0029","Community garden","Camden",0.4052,530680,182571,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cambridge Gate Garden","OS_Ca_0030","Formal garden","Camden",0.0432,528738,182467,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cambridge Terrace Garden","OS_Ca_0031","Formal garden","Camden",0.0407,528735,182556,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Camden Square gardens","OS_Ca_0032","Formal garden","Camden",0.5998,529638,184539,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Camley Street Natural Park","OS_Ca_0034","Nature reserve","Camden",0.8223,529976,183456,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cantelowes Garden","OS_Ca_0036","Park","Camden",1.4649,529536,184762,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cartwright Gardens","OS_Ca_0037","Formal garden","Camden",0.5760,530037,182536,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chalton Street Open Space","OS_Ca_0038","Recreation ground","Camden",0.4809,529669,183147,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chester Terrace Gardens","OS_Ca_0039","Formal garden","Camden",0.4105,528729,182761,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Clarence Gardens","OS_Ca_0042","Amenity green space","Camden",0.3049,528947,182624,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cumberland Market","OS_Ca_0050","Park","Camden",0.4823,528936,182791,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cumberland Terrace Gardens","OS_Ca_0051","Formal garden","Camden",0.4764,528662,183093,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Elm Village Open Space","OS_Ca_0053","Park","Camden",0.2964,529501,184082,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Euston Square Gardens","OS_Ca_0054","Formal garden","Camden",1.1104,529649,182567,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Fortune Green","OS_Ca_0062","Park","Camden",0.8295,525054,185515,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
